sentiment,review
1,"['split', 'screen', 'option', 'nice']"
0,"['cast', 'normal']"
0,"['battery', 'problem', 'phone', 'get', 'charge']"
1,"['good', 'stuff', 'mention', 'front', 'find', 'back', 'cover', 'front', 'film', 'package']"
1,['exalt']
1,"['good', 'phone', 'good', 'battery', 'backup', 'fast', 'charge', 'charge', 'hour', 'button', 'light', 'bit', 'heavy', 'camera', 'good', 'dual', 'mode', 'helpful']"
0,"['worst', 'phone', 'ever', 'purchase', 'recommend', 'anyone', 'disgust']"
0,"['bad', 'phone']"
1,"['get', 'ram', 'ram', 'ram', 'battery', 'issue', 'add', 'score']"
0,"['charge', 'issue', 'charger', 'dose', 'charge', 'fast', 'turbo', 'charger', 'charge', 'normal', 'charger', 'charger', 'wat']"
0,"['suggest', 'buy', 'nice', 'work', 'self', 'heat', 'phone', 'heat', 'phone', 'may', 'product', 'product', 'gorilla', 'glass', 'protection', 'break', 'within', 'day', 'stupid', 'product', 'company', 'responsible', 'warranty']"
0,"['option', 'change', 'option', 'voice', 'assistant', 'respond', 'lock']"
1,"['phone', 'good', 'review', 'one', 'month', 'quality', 'good', 'double', 'camera', 'also', 'work', 'compromise', 'overall', 'camera', 'quality', 'good', 'brightness', 'poor', 'full', 'screen', 'good', 'life', 'good', 'survive', 'full', 'day', 'use', 'game', 'camera', 'like', 'heavy', 'work', 'long', 'pretty', 'fast', 'overall', 'hanging', 'problem', 'start', 'heavy', 'time', 'give', 'error', 'little', 'run', 'resistant', 'plus', 'point', 'splash', 'proof', 'water', 'think', 'buy', 'worth', 'money']"
0,"['good', 'mobile', 'screen', 'scratch', 'resistant', 'day', 'phone', 'arrive', 'noon', 'find', 'scratch', 'screen', 'overall', 'good', 'mobile']"
0,"['mobile', 'glass', 'break', 'bad', 'friend']"
1,"['camera', 'best']"
1,"['good', 'phone', 'budget', 'dual', 'camera', 'feature', 'could', 'good']"
1,"['excellent', 'phone']"
1,"['great', 'phone', 'super', 'fast', 'great', 'camera', 'great', 'sound', 'quality', 'sufficient', 'space']"
0,"['heat', 'problem', 'return']"
0,"['insurance', 'accept']"
1,"['good', 'run']"
1,"['use', 'phone', 'last', 'one', 'month', 'feature', 'work']"
1,"['pro', 'good', 'battery', 'life', 'great', 'touch', 'con', 'dual', 'camera', 'good', 'effect', 'level', 'design', 'quite', 'similar']"
0,"['everything', 'well', 'except', 'speaker', 'go', 'randomly', 'knock', 'phone', 'start', 'work', 'well', 'happen', 'three', 'time', 'week']"
1,"['good', 'phone']"
0,"['battery', 'get', 'heat', 'charge', 'get', 'drain', 'even', 'full', 'net', 'connection', 'camera', 'doesnt', 'depth', 'shot', 'clarity', 'miss']"
1,"['nice', 'phone', 'mobile', 'touch', 'break']"
0,"['bad', 'product', 'suggest', 'never', 'buy']"
1,"['network', 'disconnect', 'use', 'day', 'try', 'everything', 'fix', 'nothing', 'happen', 'please', 'help']"
1,"['nice', 'phone', 'price', 'go', 'certain', 'review', 'smooth', 'operating', 'awesome', 'operate', 'expect', 'quality', 'price', 'happen', 'consider', 'cost', 'benefit', 'ratio', 'worth', 'identical', 'little', 'issue', 'heat', 'continuous', 'operation', 'operate']"
1,"['good', 'product', 'good', 'battery', 'life']"
0,"['phone', 'price', 'range', 'build', 'quality', 'phone', 'good', 'metallic', 'back', 'battery', 'phone', 'long', 'lasting', 'expect', 'one', 'camera', 'flash', 'nice', 'come', 'back', 'camera', 'main', 'high', 'light', 'phone', 'disappoint', 'depth', 'work', 'fingerprint', 'fast', 'good', 'phone', 'also', 'heat', 'usually', 'charge', 'although', 'run', 'time', 'phone', 'lag', 'decent', 'game', 'suggest', 'mi', 'rather', 'rest', 'depend', 'upon', 'phone', 'also', 'consume', 'data', 'mi']"
1,['good']
1,"['good', 'expect']"
0,"['camera', 'quality', 'poor', 'phone', 'bit', 'slow', 'also']"
1,"['write', 'review', 'use', 'one', 'month', 'phone', 'good', 'quality', 'back', 'well', 'camera', 'quality', 'also', 'well', 'screen', 'gorilla', 'glass', 'also', 'well', 'suggest', 'buy', 'product', 'range', 'cost', 'good', 'phone', 'buy', 'offer', 'cost']"
0,"['bad', 'experience', 'handset', 'look', 'good', 'mobile', 'get', 'heat', 'battery', 'backup', 'bad']"
0,"['charger', 'slow', 'phone', 'run', 'good', 'performance', 'also', 'good']"
1,"['excellent', 'display', 'screen', 'big', 'see', 'front', 'suggest', 'good']"
0,"['stock', 'android', 'user', 'friendly', 'like', 'early', 'version', 'performance', 'good', 'heating', 'problem', 'less', 'camera', 'quality', 'awesome']"
0,"['product', 'defective']"
0,"['performance', 'wise', 'worth', 'cost', 'however', 'low', 'quite', 'detail', 'vulnerable', 'accidental', 'fall', 'pressure', 'screen', 'camera', 'glass', 'cracky', 'mine', 'get', 'crack', 'could', 'even', 'understand', 'happen', 'state', 'keep', 'phone', 'utmost', 'care', 'back', 'cover', 'screen', 'guard', 'lack', 'inbuilt', 'contact', 'saver', 'save', 'account', 'lack', 'feature', 'till', 'cutter', 'make', 'transfer', 'file', 'tough', 'various', 'option', 'convenient', 'ram', 'usage', 'remain', 'always', 'high', 'basic', 'usage', 'application', 'add', 'con', 'month', 'usage', 'get', 'frequently', 'application', 'include', 'get', 'hung', 'finger', 'print', 'detection', 'lag', 'inbuilt', 'contact', 'memory', 'always', 'save', 'stuff', 'account', 'screen', 'tough', 'mark', 'glass', 'file', 'get', 'arrange', 'properly']"
0,"['camera', 'good']"
0,"['worst', 'phone', 'take', 'charge', 'network', 'problem', 'directly', 'phone', 'data', 'within', 'two', 'day', 'show', 'time', 'update', 'battery', 'drain', 'fast']"
0,"['worst', 'phone', 'misleading', 'specification', 'battery', 'normal', 'usage', 'last', 'half', 'day', 'camera', 'quality', 'great', 'two', 'camera', 'st', 'rear', 'eye', 'wash', 'network']"
0,"['poor', 'performance', 'network', 'issue', 'game', 'install', 'mobile', 'mobile', 'heat']"
0,['phone']
1,"['good', 'mobile']"
1,"['kind', 'jack', 'trade', 'processor', 'good', 'one', 'best', 'price']"
0,"['hate', 'note', 'battery', 'problem']"
0,"['phone', 'good', 'delivery', 'bad']"
0,"['bill', 'copy']"
1,"['nice', 'phone', 'product']"
0,"['worst', 'ever', 'battery', 'drain', 'half', 'hour', 'phone', 'problem', 'slow', 'operate', 'bad']"
0,"['bad', 'product', 'ever', 'return']"
1,"['amaze', 'phone', 'good', 'camera', 'quality', 'best', 'depth', 'sensor', 'good', 'performance', 'slow', 'motion', 'excellent']"
1,['good']
0,"['face', 'severe', 'issue', 'phone', 'stick', 'get', 'return', 'help', 'battery', 'get', 'drain', 'within', 'hour', 'something', 'wrong', 'facing', 'issue', 'well']"
1,"['nice', 'look', 'impressive', 'camera', 'average']"
1,"['good', 'smart', 'phone']"
0,"['receive', 'mobile', 'receive', 'headset', 'box', 'miss', 'headset', 'seal', 'check', 'seal', 'box', 'pic', 'headset', 'miss', 'want', 'review']"
0,"['cover', 'warranty', 'phone', 'showing', 'problem']"
0,"['round', 'good', 'product', 'price', 'get', 'good', 'phone', 'dual', 'camera', 'great', 'modification', 'need', 'take', 'advantage', 'dual', 'camera', 'buy', 'mi', 'buck', 'instead', 'would', 'recommend', 'skip', 'phone', 'wait', 'new', 'phone', 'go', 'little', 'high', 'phone', 'many', 'feature', 'miss', 'ex', 'quick', 'ball', 'miss', 'one', 'hand', 'mode', 'miss', 'let', 'know', 'anyone', 'want', 'know', 'information', 'regard', 'phone']"
0,"['mobile', 'camera', 'give', 'blur', 'photo', 'many', 'set', 'feel', 'bad']"
1,"['great', 'mobile', 'use']"
0,"['update', 'camera', 'quality', 'poor', 'battery', 'backup', 'also', 'mark', 'compare', 'phone', 'bad', 'product']"
1,"['awesome', 'handset', 'love', 'camera', 'fantastic']"
1,"['nice', 'phone', 'price', 'range', 'screen', 'share', 'work', 'less', 'star']"
0,"['hello', 'sell', 'chocolate', 'mobile', 'worst', 'mobile', 'use', 'minute', 'atom', 'stop', 'work']"
0,"['battery', 'poor']"
0,"['heating', 'problem', 'charge', 'time', 'battery', 'backup', 'low', 'function']"
0,"['poor', 'mobile', 'charge', 'complaint']"
0,"['bad', 'performance']"
1,"['love', 'phone', 'good', 'quality', 'phone', 'speaker', 'backup', 'disappoint', 'price', 'buy', 'wat', 'rubbish']"
0,"['happy', 'heating', 'unable', 'set', 'well', 'night', 'time', 'pic', 'good', 'heating', 'issue']"
0,"['ear', 'phone']"
0,"['useless', 'phone', 'buy', 'tell', 'phone', 'never', 'loose', 'connection', 'signal', 'connect', 'switch', 'continuously', 'say', 'hello', 'hear', 'hay']"
0,"['camera', 'quality', 'poor', 'look', 'like', 'heavy', 'gadget']"
1,"['people', 'compare', 'phone', 'true', 'compete', 'accord', 'price', 'good', 'phone']"
1,"['good', 'mobile']"
0,['support']
0,"['bad', 'experience', 'battery', 'bad', 'charge', 'take', 'almost', 'hour', 'perhaps', 'turbo', 'charge', 'enable', 'battery', 'quickly', 'loss', 'charge', 'hour', 'ie', 'battery', 'timing', 'mark', 'bad', 'experience', 'phone', 'also', 'lag', 'even', 'week', 'use', 'want', 'help', 'support']"
0,"['bad', 'dual', 'camera', 'home', 'back', 'key', 'heat', 'issue', 'battery', 'drain', 'fast', 'enough', 'per', 'specification', 'totally']"
0,"['work', 'think', 'happy', 'performance', 'set']"
0,"['battery', 'pathetic', 'drain', 'fast', 'use', 'mobile', 'data', 'rear', 'dual', 'camera', 'bad', 'ur', 'use', 'single', 'camera', 'good', 'dual', 'camera', 'effect', 'bad', 'connect', 'speaker', 'hear', 'break', 'sound', 'go', 'wrong', 'connect', 'speaker', 'previous', 'device', 'use', 'note', 'get', 'awesome', 'battery', 'backup', 'great']"
0,"['dont', 'go', 'mobile', 'gorilla', 'glass', 'weak', 'waste', 'money', 'buy', 'mobile']"
0,"['sham', 'phone', 'receive', 'ko', 'phone', 'band', 'ho', 'hi', 'ho', 'want', 'return', 'phone']"
0,"['avoid', 'product', 'battery', 'give', 'performance', 'like', 'big', 'thanks', 'take', 'return', 'product', 'give', 'refund', 'hour', 'account']"
0,"['like', 'note', 'one', 'thing', 'change', 'dual', 'camera']"
1,"['update', 'phone', 'review', 'many', 'heat', 'update', 'phone', 'dual']"
0,['work']
0,"['try', 'bring', 'feature', 'affordable', 'limit', 'bad', 'try', 'use', 'phone', 'day', 'handset', 'start', 'display', 'fault', 'take', 'minimum', 'hour', 'charge', 'phone', 'handset', 'get', 'heat', 'much', 'warm', 'coffee', 'cup', 'within', 'day', 'purchase', 'handset', 'start', 'display', 'update', 'alert', 'camera', 'good', 'consume', 'battery', 'handset', 'get', 'hungry', 'photography', 'recommend', 'fix', 'defect', 'sure', 'would', 'soon', 'pull', 'phone', 'market', 'buy', 'phone', 'risk']"
0,"['good', 'per', 'description', 'use', 'slot']"
0,"['cast', 'setting', 'phone', 'work']"
0,"['battery', 'backup', 'take', 'long', 'time']"
0,['de']
1,"['love', 'note', 'big', 'fan', 'start', 'work', 'note', 'way', 'well', 'note', 'honor', 'friend', 'awe', 'note', 'camera', 'network', 'speed']"
0,"['yes', 'meet', 'requirement', 'camera', 'may', 'modify', 'effectiveness']"
0,"['good', 'low', 'price', 'battery', 'poor', 'drain', 'badly']"
0,"['two', 'day', 'problem']"
0,"['phone', 'work', 'properly', 'able', 'connect', 'return']"
1,"['superb', 'mobile', 'nice', 'camara']"
0,"['must', 'use', 'snapdragon']"
1,"['phone', 'awesome', 'performance', 'fantastic', 'look', 'best', 'price', 'company', 'give', 'specification', 'price', 'stock', 'android', 'great', 'thanks', 'phone', 'still', 'use', 'note', 'family', 'use', 'note']"
1,"['mobile', 'nice', 'faster', 'core', 'processor', 'feature', 'miss', 'wide', 'touch', 'colour', 'change', 'notification', 'light', 'take', 'hour', 'charge', 'turbo', 'charge']"
0,"['third', 'class', 'product', 'buy', 'able', 'resolve', 'problem']"
1,"['camera', 'awesome', 'great', 'performance', 'enough', 'memory', 'storage', 'space']"
0,"['want', 'use', 'day', 'write', 'feedback', 'day', 'write', 'feedback', 'experience', 'support', 'phone', 'satisfactory', 'moment', 'get', 'phone', 'transfer', 'credential', 'day', 'start', 'face', 'unique', 'issue', 'regard', 'loss', 'data', 'would', 'show', 'full', 'network', 'strength', 'cross', 'sign', 'network', 'strength', 'tower', 'soon', 'access', 'long', 'cross', 'sign', 'restart', 'device', 'wait', 'hour', 'get', 'thing', 'right', 'use', 'happen', 'time', 'day', 'report', 'issue', 'via', 'option', 'select', 'return', 'item', 'option', 'apparently', 'link', 'ask', 'talk', 'tech', 'support', 'install', 'check', 'phone', 'tech', 'support', 'send', 'technician', 'factory', 'reset', 'phone', 'data', 'work', 'fine', 'accordingly', 'mention', 'service', 'report', 'hand', 'copy', 'immediately', 'leave', 'start', 'issue', 'report', 'time', 'customer', 'care', 'team', 'tell', 'technician', 'find', 'fault', 'hence', 'proof', 'well', 'solution', 'check', 'forum', 'come', 'know', 'known', 'issue', 'device', 'know', 'would', 'buy']"
0,"['receive', 'phone', 'card', 'tray', 'damage', 'average', 'phone', 'good', 'deal']"
0,"['garbage', 'phone', 'friend', 'buy', 'way', 'price', 'decrease', 'prove', 'go', 'buy', 'phone', 'mi', 'waste', 'money', 'may', 'next', 'time', 'price', 'come']"
1,"['nice', 'device', 'high', 'use', 'battery', 'awesome', 'overall', 'super', 'performance', 'get', 'device', 'dunt', 'rear', 'casing', 'star']"
1,"['item', 'good']"
1,"['nice', 'mobile', 'support']"
0,"['read', 'lot', 'review', 'phone', 'heating', 'frame', 'drop', 'play', 'game', 'average', 'camera', 'interested']"
1,"['good', 'future', 'function', 'available', 'thanks']"
1,"['great', 'phone', 'camera', 'quality', 'good', 'overall', 'mobile', 'performance', 'great']"
0,"['good', 'phone', 'battery', 'fast', 'drain', 'camera', 'quality', 'medium', 'otherwise', 'good']"
0,"['box', 'ear', 'phone']"
1,"['nice', 'damage', 'one', 'month', 'use']"
1,"['good', 'phone', 'one', 'problem', 'battery', 'get', 'discharge', 'short', 'duration']"
1,"['good', 'still', 'play', 'mobile', 'heat', 'performance', 'problem', 'connect', 'phone', 'use', 'cast', 'screen']"
0,"['every', 'thing', 'great', 'battery', 'drain', 'fast', 'even', 'time', 'charge', 'time', 'day']"
0,"['many', 'issue', 'day', 'list', 'buy', 'product', 'check', 'video', 'recent', 'button', 'automatically', 'enable', 'frequently', 'replacement', 'phone', 'serious', 'hardware', 'issue', 'lead', 'lead', 'notification', 'blink', 'unread', 'message', 'doesnt', 'blink', 'call', 'mail', 'unlock', 'phone', 'unlocked', 'menu', 'button', 'work', 'need', 'lock', 'unlock', 'get', 'menu', 'dual', 'cam', 'purpose', 'need', 'explanation', 'android', 'good', 'result', 'juice', 'really', 'fast', 'another', 'version', 'come', 'day', 'one', 'hold', 'entire', 'day', 'turbo', 'charge', 'display', 'turbo', 'charger', 'connect', 'charge', 'atmos', 'purpose', 'application', 'see', 'atmos', 'video', 'differentiation', 'identify', 'switch', 'say', 'show', 'atom', 'cant', 'take', 'care', 'spell', 'headphone', 'provide', 'provide', 'atmos', 'provide', 'head', 'phone', 'price']"
0,"['dint', 'receive', 'product', 'invoice', 'need', 'warranty', 'note']"
0,"['good', 'always', 'make', 'call', 'raise', 'mobile', 'volume', 'decrease', 'automatically', 'help']"
1,"['far', 'good']"
0,"['nice', 'phone', 'inbuilt', 'call', 'record', 'facility', 'available', 'key', 'feature', 'button', 'light', 'option', 'available', 'satisfactory']"
0,"['buy', 'brand', 'every', 'second', 'piece', 'screen', 'probe', 'occur', 'life', 'year', 'dont', 'believe', 'please', 'service', 'center', 'buy', 'single', 'avoid', 'warranty', 'first', 'think', 'buy', 'brand']"
0,"['look', 'ordinary', 'feel', 'plastic', 'body']"
1,"['product', 'superb', 'want', 'like', 'camera', 'satisfy', 'depth', 'mark', 'otherwise', 'battery', 'backup', 'core', 'processor', 'front', 'camera', 'party', 'flash', 'charge', 'time', 'nearly', 'give', 'smooth', 'experience']"
0,"['mobile', 'heat', 'cast', 'screen', 'many', 'problem', 'buy']"
0,"['casting', 'function', 'available', 'product', 'also', 'sale', 'support', 'good']"
0,['frequently']
0,"['honest', 'review', 'phone', 'look', 'problem', 'call', 'quality', 'speaker', 'output', 'low', 'music', 'quality', 'quality', 'headphone', 'good', 'bad', 'camera', 'agar', 'log', 'ko', 'photo', 'loge', 'black', 'camera', 'photo', 'fir', 'sari', 'photo', 'kali', 'update', 'se', 'koi', 'ni', 'quality', 'feature', 'add', 'ho', 'slow', 'motion', 'record', 'contact', 'show', 'save', 'ni', 'agar', 'contact', 'ho', 'import', 'save', 'id', 'contact', 'gallery', 'headphone', 'symbol', 'battery', 'percentage', 'show', 'ni', 'hoti', 'koi', 'note', 'hidden', 'trick', 'video', 'lo', 'koi', 'khass', 'ni']"
0,"['time', 'atmos', 'go', 'automatically', 'start', 'restart', 'phone']"
0,"['give', 'single', 'star', 'phone', 'bad', 'mobile', 'picture', 'quality', 'battery', 'backup', 'problem', 'heating', 'problem']"
0,"['cast', 'screen']"
1,"['good', 'mobile', 'digital', 'use', 'ram', 'good', 'work', 'work', 'good']"
0,"['heating', 'also', 'quick', 'drain', 'spoil', 'performance', 'battery', 'bad']"
0,"['battery', 'drain', 'price', 'high', 'compare', 'brand', 'specification']"
1,"['recommend', 'best', 'phone', 'ever', 'price']"
1,"['battery', 'backup', 'good']"
0,"['connectivity', 'bad']"
1,"['satisfy', 'hand', 'set']"
0,"['camera', 'disappoint', 'depth', 'effect', 'work', 'expect']"
1,"['nice', 'performance', 'super', 'fast', 'performance']"
1,"['pure', 'stock', 'android', 'battery', 'hardware', 'processor', 'work', 'full', 'potential']"
0,"['phone', 'never', 'ever', 'buy', 'battery', 'drain', 'like', 'hell', 'slow', 'charge', 'within', 'day', 'usage', 'hate', 'totally', 'bad', 'mobile']"
1,"['awesome', 'phone', 'nice', 'camera', 'sound', 'quality', 'amaze', 'love']"
0,"['product', 'nothing', 'mention', 'information', 'provide', 'seller', 'manufacture', 'camera', 'super', 'fail', 'ordinary', 'work', 'fast', 'even', 'processor', 'antenna', 'function', 'fully', 'support', 'service', 'service', 'provider', 'battery', 'automatically', 'drain', 'even', 'mode', 'live', 'wallpaper', 'support', 'mark', 'image', 'click', 'front', 'back', 'camera', 'blur', 'camera', 'flash', 'poor', 'create', 'budget', 'phone', 'forget', 'basic', 'phone', 'opinion', 'phone', 'complete', 'failure', 'bad', 'experience', 'life']"
1,"['phone', 'get', 'right', 'price', 'hope', 'provide', 'good', 'service', 'important']"
1,"['amaze', 'inbuilt', 'nice', 'make', 'phone', 'combination', 'well', 'phone', 'mi', 'phone', 'trustable']"
0,"['update', 'must', 'say', 'battery', 'life', 'improve', 'much', 'thumb', 'rapid', 'charge', 'two', 'hour', 'use', 'day', 'normal', 'day', 'heavy', 'usage', 'respectively', 'smooth', 'run', 'phone', 'network', 'without', 'slow', 'speed', 'hope', 'next', 'update', 'correct', 'good', 'camera', 'front', 'flash', 'one', 'step', 'ahead', 'note']"
0,"['brought', 'mobile', 'month', 'work', 'fine', 'start', 'network', 'issue', 'even', 'near', 'tower', 'show', 'network', 'try', 'switch', 'activity', 'result', 'suggest', 'buy']"
0,"['phone', 'review', 'good', 'every']"
1,"['best', 'performance', 'phone', 'type', 'budget']"
0,"['bad', 'phone', 'ever', 'purchase', 'speaker', 'stop', 'work', 'lose', 'trust', 'never', 'ever', 'buy']"
1,"['good', 'product', 'price']"
0,"['use', 'day', 'observation', 'follow', 'battery', 'last', 'day', 'use', 'take', 'min', 'go', 'call', 'report', 'confuse', 'low', 'light', 'photography', 'good', 'use', 'also', 'mi', 'note', 'good', 'one']"
1,"['best', 'product', 'value', 'bright', 'disappoint', 'use', 'dual', 'product', 'confuse', 'note', 'note', 'prefer', 'go']"
1,"['battery', 'backup', 'good', 'camera', 'quality', 'bad', 'dual', 'camera', 'work', 'back', 'camera', 'quality', 'medium']"
0,"['provide', 'invoice', 'battery', 'issue']"
0,"['fail', 'time', 'also', 'description', 'say', 'best', 'camera', 'feature', 'compare', 'mi', 'brand', 'come', 'within', 'improve', 'quality']"
1,"['smooth', 'performance', 'poor', 'low', 'android', 'good', 'work', 'experience']"
0,"['send', 'faulty', 'data', 'cable', 'beware', 'may', 'get', 'use', 'data', 'transfer', 'charge', 'cable', 'phone', 'though', 'good']"
1,['killer']
0,"['good', 'phone', 'heat', 'backup', 'good']"
1,"['quick', 'delivery', 'note', 'mobile', 'quality', 'good', 'battery', 'back', 'nice']"
1,"['handling', 'device']"
1,"['phone', 'look', 'sexy', 'hot', 'love', 'phone', 'feature', 'price', 'best', 'class', 'thank']"
1,"['new', 'update', 'camera', 'work', 'well']"
1,"['good', 'product', 'price', 'feel', 'heat', 'problem', 'good', 'battery', 'good']"
0,"['note', 'quite', 'good', 'problem', 'battery', 'mark', 'camera', 'clarity', 'except', 'everything', 'fine']"
1,"['nice', 'product']"
1,"['nice', 'camera', 'quality', 'especially', 'dual', 'camera', 'mode', 'overall', 'value', 'money', 'product', 'issue', 'within', 'year', 'quality', 'still']"
1,"['fast', 'scan', 'require', 'battery']"
0,"['get', 'phone', 'week', 'ago', 'still', 'find', 'something', 'new', 'phone', 'different', 'old', 'play', 'buy', 'year', 'ago', 'except', 'finger', 'scanner', 'touch', 'screen', 'average', 'often', 'miss', 'touch', 'command', 'android', 'seem', 'hardly', 'anything', 'new', 'put', 'money', 'speaker', 'sound', 'high', 'fairly', 'good', 'one', 'would', 'expect', 'quality', 'good', 'net', 'speed', 'far', 'seem']"
1,"['worst', 'battery']"
1,"['note', 'look', 'good', 'giving', 'best', 'performance', 'faster', 'work', 'core', 'ram', 'phone', 'put', 'charge', 'phone', 'get', 'worm', 'phone', 'feature']"
1,"['nice', 'experience', 'purchase']"
0,"['performance', 'good', 'battery', 'good', 'camera', 'average', 'design', 'average', 'heating', 'issue', 'crash', 'weight', 'slightly', 'heavy']"
0,"['phone', 'dual', 'camera', 'work', 'call', 'recorder', 'support']"
1,"['nice', 'product', 'worth', 'buy', 'offer', 'price']"
1,"['phone', 'nice', 'device', 'get', 'problem', 'within', 'month', 'buy']"
0,"['honest', 'review', 'dont', 'buy', 'waste', 'money', 'nothing', 'major', 'problem', 'quality', 'poor', 'camera', 'focus', 'poor', 'flash', 'quality', 'heating', 'lot', 'charge', 'frame', 'drop', 'variant', 'play', 'game', 'battery', 'phone', 'quality', 'bad', 'deliver', 'damage', 'product', 'ya', 'dont', 'buy', 'product', 'poor', 'service', 'face', 'lot', 'problem', 'return', 'might', 'able', 'return', 'even', 'go', 'face', 'problem']"
1,"['charger', 'work']"
0,"['battery', 'backup', 'great']"
0,"['sometime', 'mobile', 'behave', 'unusual']"
0,"['water', 'phone', 'buy', 'buy', 'phone', 'instead', 'hot', 'box']"
1,"['mobile', 'dual', 'camera', 'awesome', 'mobile', 'battery', 'drain', 'play', 'asphalt', 'like', 'game', 'apart', 'every', 'thing', 'good']"
1,"['till', 'work', 'well', 'camera', 'quality', 'good']"
0,"['problem', 'play', 'video', 'cable']"
0,['hood']
1,"['best', 'today', 'generation']"
1,"['nice', 'mobile', 'system', 'really', 'magic']"
1,"['nice', 'product', 'battery', 'charge', 'take', 'time', 'rear', 'camera', 'super']"
1,"['get', 'device', 'really', 'happy', 'camera', 'awesome', 'processor', 'also', 'good']"
1,['excellent']
1,"['cam', 'flash', 'colour', 'read', 'type']"
1,"['phone', 'good', 'certain', 'issue', 'charger', 'charger', 'generate', 'sound', 'charge', 'look', 'like', 'get', 'burst']"
0,"['good', 'quality', 'note', 'atmos', 'sound', 'awesome', 'network', 'problem', 'call', 'par', 'work', 'bad', 'function', 'work']"
0,"['gallery', 'option', 'insert', 'profile', 'picture']"
0,"['hi', 'initially', 'get', 'phone', 'battery', 'work', 'properly', 'since', 'last', 'day', 'notice', 'battery', 'get', 'charge', 'fast', 'even', 'turbo', 'charger', 'also', 'get', 'drain', 'fast', 'please', 'help']"
0,"['heat', 'problem', 'phone', 'find']"
0,['purchase']
0,"['bought', 'month', 'notice', 'heating', 'problem', 'sometimes', 'lag', 'performance', 'another', 'big', 'problem', 'connectivity', 'connect', 'headset', 'frequently', 'disconnect', 'even', 'foot', 'range', 'noisy', 'distorted', 'sound', 'model', 'specific', 'issue', 'check', 'many', 'note', 'owner', 'issue', 'otherwise', 'camera', 'good', 'battery', 'last', 'one', 'day', 'display', 'good', 'finger', 'scanner', 'work']"
1,['stand']
1,"['amaze', 'mobile']"
1,"['nice', 'phone', 'issue', 'call', 'record', 'data', 'us', 'controller', 'network', 'arrow', 'show', 'network', 'speed', 'show', 'phone', 'good']"
0,"['camera', 'satisfy', 'recent', 'update', 'get', 'camera', 'cool', 'tint', 'time', 'fine', 'much', 'feature', 'provide', 'note', 'hope', 'system', 'update', 'give', 'feature']"
0,"['battery', 'problem']"
1,['best']
0,"['product', 'battery', 'good', 'charge', 'properly', 'high', 'heating']"
0,"['heat', 'issue', 'play', 'heavy', 'game', 'battery', 'last', 'hour', 'continued', 'usage']"
1,"['good', 'smart', 'handset']"
0,"['charge', 'produce', 'hey', 'heat']"
1,"['note', 'great', 'front', 'camera', 'good', 'rear', 'camera', 'effect', 'good', 'well', 'lit', 'condition', 'good', 'performance', 'well', 'battery', 'mi', 'atmos', 'dedicate', 'card', 'slot', 'overall', 'rating', 'great', 'experience']"
1,"['good', 'performance']"
0,"['video', 'quality', 'seem', 'look', 'like', 'oily', 'video', 'play', 'poor', 'video', 'quality', 'data', 'connection', 'automatically', 'network', 'go', 'bad', 'bad', 'creation']"
1,"['superb', 'phone', 'budget', 'go']"
0,"['product', 'much', 'good', 'feature', 'seem', 'battery', 'drain', 'fast', 'would', 'last', 'hour', 'network', 'good', 'music', 'play', 'via', 'heat', 'issue', 'phone', 'support', 'turbo', 'charge', 'take', 'charge', 'full', 'battery', 'overall', 'would', 'suggest', 'buy', 'product', 'many', 'product', 'available', 'price', 'range']"
0,"['mobile', 'camera', 'low', 'quality']"
1,"['perfect', 'mob', 'flip', 'cover']"
1,"['phone', 'good', 'dual', 'camera', 'one', 'camera', 'work']"
0,"['rear', 'one', 'camara', 'work', 'time', 'show', 'properly']"
0,"['battery', 'discharge', 'fast', 'even', 'stand', 'mode', 'take', 'hour', 'full', 'charge', 'fully', 'disappointed', 'battery']"
0,"['battery', 'backup', 'work']"
1,"['mobile', 'love']"
0,"['want', 'return', 'product']"
0,"['make', 'china']"
0,"['heat', 'problem', 'heating', 'charge']"
0,"['camera', 'mark', 'get', 'heat', 'fast', 'hold', 'hand']"
1,"['excellent', 'phone', 'cash', 'back', 'scheme', 'instant', 'delay']"
0,"['worst', 'mobile', 'waste', 'date', 'also']"
1,"['smart', 'dual', 'camera', 'wonderful', 'processor']"
1,"['worth', 'money']"
1,['nice']
0,"['face', 'battery', 'backup', 'issue']"
1,"['happy', 'good', 'product']"
0,"['worst', 'battery', 'backup', 'take', 'whole', 'night', 'full', 'charging', 'discharge', 'completely', 'within', 'hour', 'never', 'poor', 'experience', 'previous']"
1,"['weak', 'phone', 'please', 'purchase', 'waste', 'money', 'waste', 'look', 'like', 'physical', 'damage', 'give', 'warranty', 'fact', 'due', 'weak', 'screen', 'phone', 'damage', 'request', 'please', 'sell', 'model', 'note', 'damage', 'weak', 'screen']"
0,"['good', 'device']"
1,"['nice', 'product']"
1,['best']
0,"['problem', 'occur', 'phone', 'choose', 'option', 'close', 'wait', 'phone', 'restart']"
1,"['excellent', 'phone']"
0,"['bad', 'product']"
1,"['device', 'really', 'fantastic', 'beast', 'performance', 'camera', 'also', 'great', 'best', 'part', 'amazing', 'delivery', 'hour', 'deliver', 'make', 'happy']"
1,"['nice', 'product']"
1,"['good', 'phone', 'little', 'bit', 'disappointed', 'battery', 'backup']"
0,"['worst', 'phone', 'ever', 'battery', 'give', 'backup', 'maximum', 'hour', 'buy']"
